product_id,Type,air_temp,process_temp,speed,torque,tool_wear,air_temp_phase,process_temp_phase,speed_phase,torque_phase,tool_wear_phase,in_pocket,target_real,target
L51534,L,302,309.8,1456,58.1,145,1.94753,-0.30203,-0.918934,2.9102,1.08359,0,0,0
H33769,H,302,309.8,1280,57.3,147,1.95436,-0.326768,-3.02816,2.83915,1.10879,0,1,1
L51536,L,302,309.8,1649,31,152,1.94658,-0.320466,1.95562,-1.97973,1.26663,0,0,0
L51537,L,302,309.9,1407,52.8,154,1.96623,-0.233555,-1.85601,2.58164,1.31043,0,0,0
H33772,H,302,309.9,1606,34.5,156,1.96054,-0.228509,1.46185,-1.31324,1.38772,0,0,0
M19219,M,302.1,310,1531,38,161,1.95149,-0.0299542,0.484136,-0.518148,1.54791,0,0,0
L51540,L,302.1,310.1,1543,35.8,164,1.97697,0.0692025,0.684177,-1.03461,1.62844,0,0,0
M19221,M,302.1,310.1,1379,48.2,166,1.95691,0.0719401,-2.31425,1.86535,1.6772,0,1,1
L51542,L,302.1,310.1,1447,46.6,169,2.0134,0.0183813,-1.09422,1.54038,1.79899,0,0,0
H33777,H,302.1,310.1,1844,24.6,171,1.98754,0.0648607,2.77887,-2.743,1.79578,0,0,0
H33778,H,302.1,310.1,1615,29.9,176,1.97256,0.0508078,1.58046,-2.16948,1.95659,1,0,1
L51545,L,302,310,1449,48.8,181,2.00534,-0.0693564,-1.04504,1.99393,2.11365,0,0,0
L51546,L,302,309.9,1388,51.4,183,1.94273,-0.140989,-2.16121,2.37237,2.15448,0,0,0
H33781,H,302,309.9,1447,42.8,185,1.94502,-0.169365,-1.09643,0.634212,2.1961,0,0,0
L51548,L,302,310,1664,28.6,190,1.92727,-0.00883675,2.0322,-2.36401,2.38106,0,0,0
H33783,H,302,309.9,1735,27.2,192,1.94639,-0.140339,2.4599,-2.50672,2.42357,0,0,0
L51550,L,302,309.9,1308,57.6,197,1.91372,-0.116825,-2.95566,2.87658,2.58962,0,1,1
L51551,L,302,309.8,1480,40,199,1.88658,-0.329884,-0.404373,-0.00210204,2.65157,0,0,0
M19232,M,301.9,309.6,1439,41.7,201,1.9229,-0.589661,-1.27095,0.360446,2.69477,0,0,0
M19233,M,301.9,309.7,1533,35.9,204,1.847,-0.385263,0.509286,-1.02281,2.7995,0,0,0
L51554,L,302,309.7,1551,34.8,207,1.90771,-0.383484,0.808418,-1.26665,2.86443,0,0,0
L51555,L,302,309.7,1414,36.3,209,1.94116,-0.382306,-1.74327,-0.880646,2.85575,0,0,0
M19236,M,301.9,309.6,1551,34.6,211,1.85258,-0.656996,0.756171,-1.30355,2.93075,0,0,0
M19237,M,301.8,309.6,1436,49,214,1.76093,-0.638624,-1.29862,2.0263,3.00531,0,0,0
M19238,M,301.9,309.6,1385,45.8,217,1.86053,-0.639011,-2.17834,1.37909,3.04634,0,0,0
M19239,M,301.8,309.5,1732,30.1,220,1.75304,-0.775301,2.43725,-2.12574,3.06138,0,0,0
L51560,L,301.9,309.6,1410,49,223,1.85534,-0.603285,-1.84132,2.02736,3.06147,0,0,0
L51561,L,301.9,309.6,1446,43.2,225,1.87139,-0.655911,-1.11614,0.768809,3.077,0,0,0
L51562,L,301.8,309.5,1525,39.6,227,1.73948,-0.788653,0.385171,-0.106837,3.13346,0,0,0
L51563,L,301.7,309.5,1298,65.5,229,1.65453,-0.750716,-3.02149,3.10623,3.11585,0,1,1
L51564,L,301.8,309.6,1443,42.7,231,1.77837,-0.610954,-1.18398,0.670802,3.12391,0,0,0
L51565,L,301.8,309.7,1442,45.3,233,1.76382,-0.351365,-1.21091,1.22014,3.14159,0,1,1
L51566,L,301.9,309.7,1719,31.9,0,1.86442,-0.418243,2.408,-1.79088,-3.08828,0,0,0
L51567,L,302,309.8,1532,39.4,2,1.86721,-0.363377,0.50896,-0.185255,-3.06647,0,0,0
L51568,L,302,309.8,1701,27.2,4,1.90256,-0.327844,2.27278,-2.54254,-3.0019,0,0,0
M19249,M,302.1,310,1355,45.1,6,1.973,-0.0763211,-2.59713,1.24409,-2.91483,0,1,1
M19250,M,302.2,310.1,1421,45.4,9,2.13493,0.0515451,-1.62976,1.29804,-2.88515,0,0,0
M19251,M,302.2,310.1,1368,51.6,12,2.14217,0.0857731,-2.45546,2.39223,-2.78605,0,1,1
L51572,L,302.2,310.1,1458,45.1,15,2.09568,0.0911036,-0.867738,1.21829,-2.69224,0,0,0
M19253,M,302.2,310.1,1572,34.6,17,2.10364,0.0750443,1.10571,-1.30139,-2.56931,0,0,0
L51574,L,302.2,310,1483,48.7,20,2.15115,-0.0678504,-0.385738,1.96829,-2.49481,0,0,0
L51575,L,302.3,310.1,1513,40.4,22,2.2268,0.0749435,0.189885,0.0693437,-2.44901,0,0,0
H33810,H,302.3,310.1,1383,42.9,24,2.21589,0.0640785,-2.22792,0.719371,-2.3959,0,0,0
L51577,L,302.4,310.2,1539,37.7,29,2.25389,0.253716,0.575756,-0.575908,-2.25561,0,0,0
M19258,M,302.3,310.1,1563,37.8,31,2.21413,0.137981,0.952094,-0.567766,-2.17725,1,0,1
L51579,L,302.3,310.1,1653,29.7,34,2.21327,0.119748,1.94264,-2.17516,-2.12652,0,0,0
L51580,L,302.3,310.1,1353,50.9,36,2.2143,0.0136821,-2.67958,2.2692,-2.05303,1,1,1
H33815,H,302.2,310,1468,43.6,38,2.14435,-0.0860545,-0.66603,0.820585,-1.99083,0,0,0
H33816,H,302.3,310.2,1506,33.8,43,2.23475,0.238816,0.0386065,-1.41998,-1.87681,0,0,0
L51583,L,302.3,310.1,1388,49.9,48,2.26041,-0.0424366,-2.1629,2.17288,-1.6674,0,0,0
M19264,M,302.4,310.2,1485,45.9,50,2.27351,0.18551,-0.32462,1.37385,-1.67726,0,0,0
L51585,L,302.4,310.2,1331,45.5,53,2.27215,0.190729,-2.82179,1.30732,-1.55282,0,1,1
L51586,L,302.5,310.3,1326,58.5,55,2.36935,0.362135,-2.85867,2.96355,-1.4853,0,1,1
L51587,L,302.3,310.2,1394,55.4,57,2.14268,0.20371,-2.09227,2.77732,-1.45178,0,0,0
L51588,L,302.4,310.1,2009,18.9,59,2.30764,-0.0461227,2.99895,-3.03911,-1.41479,0,0,0
M19269,M,302.4,310.1,1358,54.6,61,2.27247,0.0569589,-2.59759,2.73029,-1.35043,0,1,1
L51590,L,302.5,310.2,1586,32.2,64,2.36982,0.197089,1.29732,-1.74766,-1.21477,0,0,0
L51591,L,302.5,310.3,1688,31.6,66,2.34923,0.349631,2.19498,-1.86459,-1.16475,0,0,0
L51592,L,302.6,310.5,1450,43.2,68,2.46586,0.619836,-1.05115,0.794124,-1.11132,0,0,0
M19273,M,302.7,310.5,1398,47.3,70,2.5043,0.531135,-2.02307,1.68841,-1.04315,1,0,0
L51594,L,302.7,310.5,1520,39.3,73,2.51938,0.577573,0.327462,-0.161372,-0.986692,0,0,0
L51595,L,302.6,310.4,1514,42.7,75,2.4498,0.511482,0.190665,0.64997,-0.946001,0,0,0
M19276,M,302.6,310.4,1532,36.1,77,2.42029,0.497812,0.51879,-0.919317,-0.855933,0,0,0
L51597,L,302.6,310.4,1365,66.8,80,2.46097,0.485639,-2.5178,3.1027,-0.796414,0,1,1
L51598,L,302.6,310.3,1642,33.2,82,2.42873,0.386085,1.88705,-1.57177,-0.705592,0,0,0
M19279,M,302.6,310.2,2676,10.8,84,2.45304,0.189315,3.12907,-3.11877,-0.682642,0,1,1
H33834,H,302.6,310.2,1873,21.3,87,2.44161,0.163621,2.87306,-2.94594,-0.584564,1,0,0
L51601,L,302.6,310.2,1325,62.4,92,2.42521,0.166628,-2.87412,3.04587,-0.472193,1,1,1
M19282,M,302.6,310.2,2157,17.2,94,2.42137,0.173847,3.08488,-3.06244,-0.411445,0,0,0
M19283,M,302.6,310.2,1563,39,97,2.42405,0.149295,0.969633,-0.233199,-0.301245,0,0,0
M19284,M,302.6,310.2,1631,31,100,2.44268,0.165358,1.74825,-1.94272,-0.222905,0,0,0
L51605,L,302.5,310.2,1547,36.9,103,2.3341,0.179059,0.756201,-0.792342,-0.151861,0,0,0
L51606,L,302.6,310.3,1479,40.4,105,2.42557,0.320114,-0.463804,0.0731141,-0.0936893,0,0,0
M19287,M,302.4,310.1,1379,48.9,107,2.33449,0.185829,-2.29682,1.99812,-0.00936623,1,1,1
L51608,L,302.4,310.1,1906,21.2,110,2.30086,0.122553,2.8851,-2.93821,0.0461372,0,0,0
M19289,M,302.3,310.1,1731,33.4,112,2.1346,0.145298,2.41777,-1.49159,0.107086,0,0,0
H33844,H,302.3,310.1,1688,30.4,115,2.15481,0.155988,2.22007,-2.07107,0.197828,1,0,0
H33845,H,302.3,310.2,1443,54.6,120,2.13722,0.161431,-1.19887,2.73622,0.369737,0,0,0
L51612,L,302.4,310.2,1445,46.4,125,2.31168,0.146331,-1.12955,1.51583,0.502579,1,0,0
H33847,H,302.4,310.2,1435,44.9,127,2.27327,0.141548,-1.32678,1.18093,0.587045,1,0,0
L51614,L,302.4,310.1,1556,32.9,132,2.29886,0.0648385,0.880316,-1.6251,0.672635,0,0,0
L51615,L,302.3,310.1,1321,52.7,134,2.12757,0.112709,-2.93672,2.55099,0.795279,1,1,1
M19296,M,302.4,310.1,1577,35.8,136,2.28825,0.0747929,1.15942,-1.06559,0.81712,0,0,0
L51617,L,302.4,310.2,1578,31.2,139,2.30808,0.178871,1.17158,-1.94594,0.908461,1,0,1
L51618,L,302.4,310.1,1418,52.3,141,2.30827,0.0721418,-1.66919,2.47046,0.931172,0,0,0
M19299,M,302.4,310.2,1392,55.8,143,2.27974,0.192912,-2.1357,2.81315,1.00858,0,0,0
L51620,L,302.5,310.3,1446,44,146,2.34474,0.333288,-1.13028,0.951734,1.08195,0,0,0
L51621,L,302.5,310.2,1329,50.6,148,2.37586,0.173291,-2.83804,2.27051,1.17842,0,1,1
L51622,L,302.5,310.2,1563,34.8,150,2.41969,0.158511,0.968544,-1.27505,1.2388,0,0,0
L51623,L,302.5,310.3,1405,57.4,152,2.40866,0.296933,-1.88298,2.91909,1.28679,0,0,0
L51624,L,302.4,310.2,2224,16,154,2.28817,0.173674,3.07373,-3.07102,1.29811,0,0,0
L51625,L,302.5,310.2,1716,29.9,156,2.41122,0.208867,2.38155,-2.14751,1.38092,0,0,0
L51626,L,302.5,310.3,1584,35.5,158,2.41603,0.293634,1.27037,-1.12476,1.43681,1,0,1
M19307,M,302.5,310.3,1488,41.8,160,2.40619,0.333802,-0.302956,0.394163,1.51584,0,0,0
L51628,L,302.4,310.3,1374,51.2,163,2.3069,0.299449,-2.37957,2.3143,1.58361,0,1,1
M19309,M,302.4,310.3,1378,54.3,165,2.2988,0.322758,-2.28746,2.7189,1.65219,0,1,1
L51630,L,302.5,310.3,1551,37.3,168,2.40014,0.292215,0.817936,-0.664083,1.76752,0,0,0
L51631,L,302.5,310.3,1549,40.9,170,2.3839,0.293891,0.745323,0.210963,1.76657,0,0,0
M19312,M,302.5,310.3,1447,39.2,172,2.3895,0.296813,-1.13388,-0.212641,1.86098,0,0,0
L51633,L,302.4,310.2,1400,53.7,175,2.27038,0.203024,-1.99327,2.62833,1.92274,1,0,1
L51634,L,302.4,310.1,1401,48.8,177,2.30287,0.0786125,-1.97949,1.99855,1.99482,0,0,0
H33869,H,302.4,310.1,1597,28.9,179,2.28193,0.094948,1.39648,-2.26678,2.07534,0,0,0
L51636,L,302.3,310.1,1487,46,184,2.15238,0.058486,-0.315928,1.39345,2.17424,0,0,0
M19317,M,302.5,310.3,1710,27.3,186,2.44528,0.31393,2.35152,-2.49113,2.23958,0,0,0
L51638,L,302.6,310.4,1478,47.7,189,2.42608,0.461268,-0.439648,1.7546,2.37126,1,0,0
L51639,L,302.6,310.4,1743,26.3,191,2.487,0.496366,2.5153,-2.60367,2.39409,0,0,0
L51640,L,302.6,310.5,1596,32.8,193,2.45039,0.571247,1.41384,-1.64217,2.46138,0,0,0
L51641,L,302.7,310.5,1642,30.8,195,2.53979,0.694245,1.91115,-2.03946,2.53141,1,0,0
L51642,L,302.7,310.5,1263,67.8,197,2.52583,0.693455,-3.10467,3.11118,2.53339,0,1,1
L51643,L,302.8,310.6,2016,19.9,199,2.50823,0.763651,3.02953,-3.00338,2.57497,1,0,0
L51644,L,302.8,310.6,1671,30.5,201,2.57331,0.7458,2.10934,-2.08935,2.67293,0,0,0
L51645,L,302.8,310.6,1404,43.2,203,2.56655,0.714516,-1.88534,0.733242,2.70947,0,0,0
L51646,L,302.8,310.6,1470,41.1,205,2.51019,0.740819,-0.622987,0.249205,2.75996,0,0,0
L51647,L,302.8,310.6,1617,37.9,207,2.58094,0.69085,1.59963,-0.569152,2.80171,0,0,0
L51648,L,302.7,310.5,1725,29,209,2.51964,0.633021,2.44024,-2.27606,2.88921,0,0,0
L51649,L,302.7,310.5,1446,40.9,211,2.52758,0.652445,-1.15248,0.213266,2.91038,0,1,1
L51650,L,302.7,310.6,1564,34.3,0,2.5293,0.755535,0.971268,-1.3902,-3.06042,1,0,0
L51651,L,302.8,310.6,1670,29.1,2,2.54258,0.732501,2.06735,-2.29118,-3.05294,0,0,0
L51652,L,302.7,310.6,1501,48.7,4,2.4755,0.773804,-0.0173618,1.98773,-2.97968,0,0,0
L51653,L,302.7,310.5,1551,35.9,6,2.53895,0.638665,0.780845,-1.04801,-2.92045,0,0,0
L51654,L,302.7,310.5,1563,35,8,2.56352,0.639666,0.969873,-1.19616,-2.87539,0,0,0
L51655,L,302.7,310.5,1351,41.8,10,2.56948,0.615074,-2.69427,0.414792,-2.80861,0,1,1
L51656,L,302.6,310.4,1415,52.1,12,2.43068,0.495784,-1.70985,2.39131,-2.70979,0,0,0
L51657,L,302.6,310.3,1647,34.2,14,2.46018,0.377045,1.88321,-1.41642,-2.6214,1,0,0
L51658,L,302.5,310.2,1477,41.6,16,2.40518,0.208582,-0.510061,0.372601,-2.61091,0,0,0
L51659,L,302.6,310.2,1923,21.5,18,2.43481,0.189081,2.91095,-2.92801,-2.55591,0,0,0
H33894,H,302.7,310.4,1305,55.2,20,2.53946,0.519991,-2.99453,2.76143,-2.50435,1,1,1
M19341,M,302.6,310.4,1544,35.1,25,2.44928,0.508062,0.624756,-1.23323,-2.39755,1,0,0
H33896,H,302.7,310.5,1568,36.9,28,2.57668,0.667948,1.02604,-0.762126,-2.32142,0,0,0
L51663,L,302.7,310.4,1489,42.7,33,2.53748,0.522991,-0.244746,0.689674,-2.13781,0,0,0
M19344,M,302.6,310.4,1451,43.1,35,2.48804,0.49576,-0.990294,0.73509,-2.05424,0,0,0
L51665,L,302.7,310.4,1542,35.7,38,2.57146,0.495567,0.650925,-1.06471,-1.99111,0,0,0
M19346,M,302.6,310.5,1965,20.2,40,2.44642,0.658619,2.97799,-2.98111,-1.9274,1,0,0
L51667,L,302.5,310.5,1436,36.5,43,2.39476,0.619701,-1.33714,-0.893272,-1.83803,1,0,1
M19348,M,302.5,310.4,1509,37.6,45,2.41577,0.466075,0.0952597,-0.587245,-1.76172,0,0,0
L51669,L,302.5,310.4,1487,40.2,48,2.42123,0.538873,-0.310405,0.0493505,-1.71295,0,0,0
L51670,L,302.5,310.4,1967,20.3,50,2.4488,0.505554,2.97406,-2.97396,-1.65647,1,0,0
H33905,H,302.6,310.4,1409,53.3,52,2.45613,0.451181,-1.84248,2.56765,-1.57668,1,0,1
M19352,M,302.6,310.5,1420,56.4,57,2.48407,0.648468,-1.65304,2.82168,-1.4367,1,0,1
L51673,L,302.7,310.5,1511,37.7,60,2.53702,0.638387,0.127294,-0.558898,-1.36523,1,0,0
H33908,H,302.6,310.4,1649,30.1,62,2.47283,0.46708,1.92559,-2.15522,-1.29806,0,0,0
L51675,L,302.6,310.4,1359,57.2,67,2.43913,0.478037,-2.54664,2.85611,-1.14023,0,1,1
M19356,M,302.5,310.4,1605,36,69,2.41096,0.49676,1.49851,-1.00576,-1.10782,1,0,0
L51677,L,302.5,310.3,1523,36,72,2.42024,0.330203,0.347686,-0.997865,-0.996247,0,0,0
H33912,H,302.6,310.4,1614,36,74,2.46819,0.451906,1.6289,-0.977716,-0.941171,0,0,0
H33913,H,302.6,310.3,1721,27.4,79,2.44405,0.32073,2.42216,-2.44112,-0.832933,0,0,0
L51680,L,302.6,310.4,1638,36.2,84,2.41135,0.472656,1.83256,-0.907798,-0.705267,0,0,0
L51681,L,302.5,310.2,1307,54,86,2.3989,0.143844,-2.95644,2.68668,-0.613494,0,1,1
L51682,L,302.4,310.2,1642,28.3,88,2.31827,0.153649,1.8663,-2.43333,-0.568662,0,0,0
M19363,M,302.5,310.2,1751,30.5,90,2.38607,0.161058,2.5385,-2.08365,-0.510907,0,0,0
L51684,L,302.4,310.1,1645,31.6,93,2.28164,0.0451534,1.889,-1.87861,-0.404354,0,0,0
L51685,L,302.4,310.1,1426,46.8,95,2.25103,0.0570635,-1.54026,1.57313,-0.367856,0,0,0
M19366,M,302.4,310.1,1520,36.6,97,2.23598,0.0502021,0.273688,-0.843555,-0.339202,0,0,0
L51687,L,302.4,310.1,1709,31.8,100,2.27953,0.0358518,2.37125,-1.77847,-0.250224,0,0,0
L51688,L,302.4,310,1426,46.6,102,2.27328,-0.0839895,-1.52875,1.54853,-0.172307,0,0,0
L51689,L,302.4,310.1,1429,43.7,104,2.31836,0.0436844,-1.43389,0.860595,-0.0928954,0,0,0
L51690,L,302.4,310.2,1346,62.4,106,2.2363,0.15706,-2.77283,3.06557,-0.0578212,1,1,1
L51691,L,302.5,310.2,1454,43,108,2.4005,0.139705,-0.962149,0.698958,-0.0037042,0,0,0
M19372,M,302.5,310.3,1411,49.5,110,2.40534,0.354841,-1.80641,2.08011,0.0781984,0,0,0
L51693,L,302.4,310.3,1900,24.4,113,2.25354,0.365348,2.92492,-2.74624,0.137426,0,0,0
L51694,L,302.4,310.3,1479,36.2,115,2.27645,0.367764,-0.421856,-0.950481,0.228976,0,0,0
L51695,L,302.5,310.4,1415,48.2,117,2.37937,0.463701,-1.72051,1.88754,0.27278,0,0,0
L51696,L,302.5,310.3,1539,39,119,2.37316,0.339727,0.576304,-0.228403,0.296205,0,0,0
L51697,L,302.4,310.3,1520,31.6,121,2.2934,0.345272,0.301126,-1.87131,0.3747,0,0,0
L51698,L,302.4,310.3,1480,45.8,123,2.27525,0.331605,-0.434706,1.37686,0.437118,0,0,0
L51699,L,302.4,310.4,1666,29.7,125,2.2794,0.487545,2.05314,-2.17269,0.499225,0,0,0
L51700,L,302.4,310.4,1456,47.6,127,2.25875,0.482898,-0.872738,1.72945,0.51816,1,0,0
L51701,L,302.4,310.4,1865,23.9,129,2.28472,0.493999,2.79745,-2.79081,0.617118,0,0,0
M19382,M,302.5,310.5,1918,21.6,131,2.34572,0.664257,2.92254,-2.91529,0.701679,0,0,0
L51703,L,302.5,310.4,1488,48.4,134,2.37314,0.493465,-0.242869,1.86086,0.74606,1,0,0
M19384,M,302.5,310.5,1527,38.8,136,2.41242,0.63539,0.375724,-0.309111,0.801999,1,0,1
M19385,M,302.4,310.4,1463,42.2,139,2.24306,0.479859,-0.743901,0.526439,0.897408,1,0,1
L51706,L,302.4,310.4,1521,38.5,142,2.23337,0.46937,0.270379,-0.414131,0.97322,0,0,0
M19387,M,302.4,310.5,1372,45.7,144,2.26956,0.650853,-2.4101,1.3008,1.002,0,1,1
L51708,L,302.5,310.5,1507,39.5,147,2.37245,0.640011,0.0549438,-0.0993415,1.1476,1,0,1
M19389,M,302.4,310.4,1586,34.3,149,2.23852,0.463094,1.25968,-1.36748,1.17973,0,0,0
L51710,L,302.5,310.4,1487,42,152,2.35629,0.505441,-0.29795,0.479119,1.28018,0,0,0
L51711,L,302.5,310.5,1520,41.2,154,2.41958,0.627438,0.258927,0.263878,1.31625,0,0,0
H33946,H,302.5,310.4,1422,41.9,156,2.38321,0.431946,-1.56246,0.426879,1.37186,0,0,0
M19393,M,302.4,310.3,1375,52.5,161,2.24543,0.357273,-2.3874,2.52176,1.4785,0,1,1
L51714,L,302.4,310.2,1633,28,164,2.28285,0.260763,1.73661,-2.42742,1.6094,0,0,0
L51715,L,302.4,310.2,1503,36.2,166,2.26775,0.233158,-0.00579597,-0.933018,1.63551,0,0,0
L51716,L,302.4,310.2,1351,45.1,168,2.2718,0.197138,-2.66058,1.19427,1.71128,0,1,1
L51717,L,302.3,310.2,1548,35.3,170,2.18953,0.204622,0.759426,-1.12699,1.76536,0,0,0
L51718,L,302.4,310.3,1923,23.3,172,2.21914,0.386488,2.92819,-2.8116,1.84674,0,0,0
L51719,L,302.5,310.3,1592,32.6,174,2.43198,0.369138,1.3349,-1.62569,1.91593,1,0,1
M19400,M,302.5,310.4,1580,35.6,176,2.39967,0.483479,1.21609,-1.13065,1.94065,1,0,1
L51721,L,302.5,310.4,1427,46.8,179,2.43909,0.511509,-1.47166,1.56488,2.04814,0,0,0
M19402,M,302.5,310.4,1581,32.7,181,2.41908,0.483332,1.22931,-1.69353,2.10633,0,0,0
M19403,M,302.6,310.5,1542,39.9,184,2.42353,0.605213,0.642509,-0.0227814,2.2211,1,0,1
L51724,L,302.5,310.4,1349,55.1,187,2.45557,0.445973,-2.68106,2.80803,2.28551,0,1,1
L51725,L,302.5,310.5,1463,43,189,2.41105,0.634156,-0.774176,0.710783,2.3445,0,0,0
M19406,M,302.5,310.4,1429,43.2,191,2.4344,0.476674,-1.47181,0.73847,2.39749,0,0,0
M19407,M,302.5,310.4,1451,53.6,194,2.43857,0.482661,-1.01374,2.59484,2.50538,0,0,0
L51728,L,302.6,310.5,1511,37.2,197,2.40825,0.637756,0.141112,-0.687981,2.58726,0,0,0
L51729,L,302.6,310.6,1549,37.5,199,2.4901,0.708533,0.714706,-0.653536,2.59342,1,0,1
M19410,M,302.5,310.5,1507,40.2,201,2.41377,0.664726,0.0852362,0.0351239,2.70224,0,0,0
M19411,M,302.6,310.5,1524,33.7,204,2.4267,0.642732,0.367754,-1.51097,2.77812,0,0,0
M19412,M,302.7,310.5,1880,22.7,207,2.56858,0.619734,2.86395,-2.85631,2.83113,1,0,1
L51733,L,302.6,310.5,1461,45.4,0,2.42684,0.65443,-0.807454,1.26744,-3.06572,1,0,0
L51734,L,302.6,310.5,1748,28.2,2,2.45256,0.658949,2.50625,-2.42738,-3.03064,0,0,0
L51735,L,302.7,310.6,1690,26.7,4,2.5015,0.769942,2.22338,-2.5385,-2.99923,0,0,0
M19416,M,302.7,310.6,1349,51.2,6,2.50753,0.777114,-2.66068,2.31078,-2.96477,0,1,1
L51737,L,302.7,310.6,1686,26.3,9,2.552,0.779497,2.18536,-2.60936,-2.84754,0,0,0
L51738,L,302.7,310.7,1369,47.5,11,2.50749,1.06397,-2.41317,1.72848,-2.77427,0,1,1
L51739,L,302.7,310.7,1433,43.7,13,2.52935,1.06357,-1.3744,0.867933,-2.70713,1,0,1
L51740,L,302.7,310.7,1597,41.9,15,2.52325,1.05576,1.40622,0.436216,-2.64424,0,0,0
L51741,L,302.9,310.8,1610,32.2,17,2.56628,1.15662,1.52063,-1.7356,-2.61907,1,0,1
L51742,L,302.7,310.7,1398,57.7,19,2.53756,1.06928,-1.99602,2.91017,-2.53685,1,0,0
L51743,L,302.7,310.7,1977,20,21,2.53581,1.03675,2.96773,-3.00271,-2.49579,1,0,0
L51744,L,302.8,310.8,1516,39.5,23,2.57513,1.13348,0.206585,-0.106946,-2.44733,0,0,0
H33979,H,302.7,310.8,1275,55,25,2.54008,1.1133,-3.08317,2.76436,-2.32282,1,1,1
L51746,L,302.8,310.8,1402,50.5,30,2.58179,1.11322,-1.95118,2.28619,-2.20901,1,0,1
M19427,M,302.8,310.8,1451,44.7,32,2.60478,1.11519,-1.03898,1.12165,-2.21298,1,0,1
M19428,M,302.7,310.8,1555,36.1,35,2.51443,1.14461,0.834579,-0.965724,-2.11556,0,0,0
L51749,L,302.8,310.9,1636,35,38,2.5935,1.32453,1.8091,-1.2212,-2.02354,0,0,0
L51750,L,302.8,310.9,1312,52.2,40,2.56673,1.32323,-2.93434,2.46287,-1.95562,1,1,1
L51751,L,302.8,310.9,1708,29.8,42,2.58247,1.33974,2.33277,-2.17851,-1.87519,1,0,1
M19432,M,302.9,311,1556,36.5,44,2.58317,1.50388,0.825989,-0.876316,-1.81346,1,0,1
H33987,H,302.8,311,1436,43.5,47,2.59615,1.52689,-1.32734,0.846161,-1.74883,1,0,1
M19434,M,302.9,311,1402,40.7,52,2.58279,1.47772,-1.936,0.165783,-1.603,1,0,0
M19435,M,302.9,311,1437,49.9,55,2.66153,1.45816,-1.27694,2.14012,-1.45684,0,0,0
M19436,M,302.9,311.1,1926,21.8,58,2.55447,1.61685,2.92764,-2.89878,-1.42325,1,0,1
L51757,L,303,311.2,1800,23.7,61,2.6182,1.82492,2.69458,-2.81281,-1.3487,1,0,0
L51758,L,303,311.2,1641,32.6,63,2.63043,1.79729,1.81713,-1.67653,-1.28862,1,0,1
L51759,L,303,311.2,1374,48.2,65,2.6445,1.80195,-2.40521,1.90081,-1.21617,1,1,1
L51760,L,303,311.2,1494,37,67,2.61488,1.77559,-0.184988,-0.742481,-1.13888,0,0,0
L51761,L,303,311.2,1601,32.9,69,2.61802,1.78234,1.44811,-1.63132,-1.10484,1,0,1
L51762,L,302.9,311.2,1634,36.9,71,2.61031,1.7926,1.82443,-0.762635,-1.06827,1,0,0
M19443,M,302.9,311.2,1467,37.7,73,2.63707,1.85485,-0.674051,-0.562361,-0.999836,1,0,0
L51764,L,302.8,311.1,1550,32.3,76,2.58247,1.62309,0.797074,-1.76477,-0.944575,1,0,1
L51765,L,302.8,311.1,1563,32.2,78,2.58256,1.62664,0.9209,-1.77011,-0.857321,1,0,1
L51766,L,302.7,310.9,1395,48.3,80,2.50359,1.37943,-2.0295,1.85232,-0.798395,1,0,1
M19447,M,302.8,311,1507,33.4,82,2.57596,1.47192,0.0774547,-1.54121,-0.718706,1,0,1
L51768,L,302.8,311,1564,38.5,85,2.58907,1.43917,0.949802,-0.386121,-0.646993,1,0,1
L51769,L,302.8,311.1,1721,30,87,2.59644,1.60837,2.39367,-2.18181,-0.599204,0,0,0
L51770,L,302.8,311.1,1456,36.1,89,2.58012,1.60862,-0.89943,-0.969026,-0.560994,1,0,0
H34005,H,302.9,311.2,2102,17.8,91,2.61404,1.78917,3.04869,-3.03464,-0.494099,0,0,0
L51772,L,302.9,311.1,1555,33.9,96,2.59806,1.60423,0.823988,-1.44821,-0.362424,1,0,0
L51773,L,303,311.2,1409,41.9,98,2.6372,1.81765,-1.85325,0.433629,-0.263488,1,0,0
M19454,M,303,311.2,1387,41.4,100,2.67038,1.81785,-2.19148,0.301503,-0.231185,1,0,1
M19455,M,303,311.2,1460,43.9,103,2.64619,1.84078,-0.787156,0.89538,-0.103711,1,0,1
L51776,L,303,311.2,1361,47.6,106,2.64562,1.85512,-2.54674,1.76264,-0.0686219,1,1,1
M19457,M,303,311.1,1490,43,108,2.61765,1.62705,-0.24719,0.71581,0.0250868,0,0,0
L51778,L,303.1,311.2,1399,49.2,111,2.69353,1.83969,-1.96671,2.0053,0.125009,1,0,1
L51779,L,303.1,311.1,1420,55.8,113,2.66231,1.62314,-1.64083,2.78973,0.156004,1,0,1
L51780,L,303,311,1359,44.2,115,2.61904,1.44822,-2.53566,0.957151,0.160395,1,1,1
M19461,M,303,311.1,1372,54.3,117,2.65871,1.61376,-2.39126,2.69551,0.244531,1,1,1
M19462,M,303,311,1409,41.7,120,2.65431,1.44592,-1.83781,0.394435,0.344827,0,0,0
H34017,H,302.9,311,1452,58.3,123,2.58432,1.42767,-0.953829,2.97147,0.451625,0,0,0
L51784,L,302.9,311,1820,24.6,128,2.5914,1.45088,2.71257,-2.74109,0.597721,1,0,0
H34019,H,302.9,311,1469,48.7,130,2.60137,1.46138,-0.712237,1.96112,0.620552,1,0,0
